epoch,step,train/fbeta_epoch,train/fbeta_step,train/fdr_epoch,train/fdr_step,train/loss_epoch,train/loss_step,train/roc_auc_epoch,train/roc_auc_step,valid/fbeta,valid/fdr,valid/loss,valid/roc_auc
0,9,,0.2265625,,0.6787022352218628,,2.9478375911712646,,0.7145689129829407,,,,
0,19,,0.2734375,,0.7817556858062744,,2.6651268005371094,,0.7565432190895081,,,,
0,29,,0.328125,,0.7434589862823486,,2.5522854328155518,,0.7867666482925415,,,,
0,39,,0.3203125,,0.7153412103652954,,2.37846302986145,,0.8215741515159607,,,,
0,49,,0.40625,,0.703044593334198,,2.2055883407592773,,0.8355124592781067,,,,
0,59,,0.421875,,0.6799229979515076,,2.0569162368774414,,0.8285647034645081,,,,
0,69,,0.4609375,,0.6560827493667603,,1.8808974027633667,,0.8632828593254089,,,,
0,79,,0.453125,,0.6360320448875427,,1.8617768287658691,,0.8692463040351868,,,,
0,89,,0.5625,,0.6183581352233887,,1.7639466524124146,,0.8755332827568054,,,,
0,99,,0.46875,,0.6030528545379639,,1.8137320280075073,,0.8831591606140137,,,,
0,109,,0.515625,,0.588030993938446,,1.5574536323547363,,0.9018613696098328,,,,
0,119,,0.5546875,,0.5746490955352783,,1.644288420677185,,0.8939600586891174,,,,
0,129,,0.5703125,,0.5623123049736023,,1.3959208726882935,,0.9205828905105591,,,,
0,139,,0.5,,0.5505977869033813,,1.6418852806091309,,0.890825629234314,,,,
0,149,,0.640625,,0.5391308665275574,,1.2612583637237549,,0.9255717396736145,,,,
0,159,,0.6015625,,0.5271124839782715,,1.3719419240951538,,0.9135012030601501,,,,
0,169,,0.6171875,,0.5193093419075012,,1.2720675468444824,,0.9190903306007385,,,,
0,171,0.4546530544757843,,0.6315340399742126,,1.9256398677825928,,0.8463788628578186,,,,,
1,179,,0.734375,,0.5094332695007324,,1.043112874031067,,0.9347958564758301,,,,
1,189,,0.6171875,,0.5011236667633057,,1.366849422454834,,0.9110363125801086,,,,
1,199,,0.640625,,0.4933113157749176,,1.2648447751998901,,0.9166303873062134,,,,
1,209,,0.640625,,0.48441386222839355,,1.1975922584533691,,0.9204990267753601,,,,
1,219,,0.6171875,,0.47788017988204956,,1.2062106132507324,,0.927763044834137,,,,
1,229,,0.703125,,0.4696902930736542,,1.1207503080368042,,0.9255348443984985,,,,
1,239,,0.640625,,0.46310803294181824,,1.1987425088882446,,0.9208426475524902,,,,
1,249,,0.640625,,0.4561667740345001,,1.1657410860061646,,0.9302589297294617,,,,
1,259,,0.6875,,0.4490326941013336,,1.0464600324630737,,0.932293176651001,,,,
1,269,,0.6875,,0.442849338054657,,1.0558806657791138,,0.8934232592582703,,,,
1,279,,0.7421875,,0.43693599104881287,,0.9575061798095703,,0.9393875002861023,,,,
1,289,,0.6953125,,0.43097004294395447,,0.9699125289916992,,0.9375352263450623,,,,
1,299,,0.640625,,0.4257139563560486,,1.1517654657363892,,0.9234420657157898,,,,
1,309,,0.7109375,,0.41991126537323,,0.8579612970352173,,0.9407292008399963,,,,
1,319,,0.6953125,,0.41492125391960144,,0.9288327693939209,,0.9382966756820679,,,,
1,329,,0.78125,,0.40996524691581726,,0.8533246517181396,,0.9412933588027954,,,,
1,339,,0.6875,,0.4057144820690155,,1.0139449834823608,,0.9387151598930359,,,,
1,343,,,,,,,,,0.9593880772590637,0.09123418480157852,0.2886481285095215,0.955865740776062
1,343,0.6946367025375366,,0.45360931754112244,,1.0615652799606323,,0.9275181293487549,,,,,
2,349,,0.796875,,0.4014034569263458,,0.8345274925231934,,0.941874086856842,,,,
2,359,,0.7421875,,0.3967972993850708,,0.9568905830383301,,0.9409773349761963,,,,
2,369,,0.7421875,,0.39253395795822144,,0.8162174820899963,,0.9457764625549316,,,,
2,379,,0.7265625,,0.38855305314064026,,0.8845719695091248,,0.9413135051727295,,,,
2,389,,0.75,,0.3845556676387787,,0.8064752221107483,,0.9450915455818176,,,,
2,399,,0.765625,,0.38067618012428284,,0.7719817161560059,,0.9494909048080444,,,,
2,409,,0.8359375,,0.3763122260570526,,0.649372398853302,,0.948940634727478,,,,
2,419,,0.796875,,0.37270587682724,,0.6991662979125977,,0.9496116638183594,,,,
2,429,,0.8359375,,0.36850592494010925,,0.6032794117927551,,0.9535893201828003,,,,
2,439,,0.6796875,,0.36499157547950745,,0.9423009753227234,,0.9394878149032593,,,,
2,449,,0.765625,,0.3614010512828827,,0.8469057083129883,,0.9435340762138367,,,,
2,459,,0.7890625,,0.3580980598926544,,0.7236701250076294,,0.9472348093986511,,,,
2,469,,0.8046875,,0.35488396883010864,,0.7399862408638,,0.9475528001785278,,,,
2,479,,0.8046875,,0.351358026266098,,0.7233042120933533,,0.9468487501144409,,,,
2,489,,0.7578125,,0.3480070233345032,,0.9641247391700745,,0.932361900806427,,,,
2,499,,0.7734375,,0.34518319368362427,,0.7387014031410217,,0.9464075565338135,,,,
2,509,,0.7890625,,0.3424547612667084,,0.6423885822296143,,0.9534307718276978,,,,
2,515,0.7740393280982971,,0.3698417544364929,,0.7939196228981018,,0.9393517374992371,,,,,
3,519,,0.78125,,0.3402656316757202,,0.7404295206069946,,0.9441525936126709,,,,
3,529,,0.78125,,0.3373938798904419,,0.8056023716926575,,0.943071186542511,,,,
3,539,,0.796875,,0.3346503973007202,,0.703726053237915,,0.9456046223640442,,,,
3,549,,0.78125,,0.3318682610988617,,0.7962992191314697,,0.9433035850524902,,,,
3,559,,0.75,,0.32965806126594543,,0.7972733378410339,,0.9443175792694092,,,,
3,569,,0.8359375,,0.32687559723854065,,0.5767974257469177,,0.9532257914543152,,,,
3,579,,0.8828125,,0.32422977685928345,,0.45942333340644836,,0.9129331111907959,,,,
3,589,,0.8125,,0.3217591941356659,,0.7110218405723572,,0.9426316618919373,,,,
3,599,,0.796875,,0.3196132183074951,,0.687268853187561,,0.9488836526870728,,,,
3,609,,0.8359375,,0.3174265921115875,,0.7072223424911499,,0.9455206394195557,,,,
3,619,,0.8359375,,0.3149850368499756,,0.6559706330299377,,0.9481320381164551,,,,
3,629,,0.8671875,,0.3127126395702362,,0.502498209476471,,0.954073965549469,,,,
3,639,,0.8125,,0.310579776763916,,0.593437135219574,,0.95414137840271,,,,
3,649,,0.84375,,0.3083498477935791,,0.5367252230644226,,0.956129789352417,,,,
3,659,,0.8046875,,0.30649903416633606,,0.7097107172012329,,0.9475855827331543,,,,
3,669,,0.7890625,,0.3042186498641968,,0.7575411200523376,,0.9469122886657715,,,,
3,679,,0.875,,0.30219128727912903,,0.4700489342212677,,0.9550806283950806,,,,
3,687,,,,,,,,,0.994718611240387,0.05024237558245659,0.09247040748596191,0.9562534093856812
3,687,0.8104625940322876,,0.3196801543235779,,0.6661363840103149,,0.9442196488380432,,,,,
4,689,,0.8515625,,0.3005335330963135,,0.5043414831161499,,0.9554713368415833,,,,
4,699,,0.828125,,0.2987917959690094,,0.5683422684669495,,0.9544482231140137,,,,
4,709,,0.8359375,,0.2969166934490204,,0.5635117888450623,,0.9521811008453369,,,,
4,719,,0.796875,,0.29521480202674866,,0.5838519930839539,,0.9501774311065674,,,,
4,729,,0.828125,,0.2936975955963135,,0.5239015221595764,,0.9546342492103577,,,,
4,739,,0.890625,,0.29193252325057983,,0.3730190694332123,,0.9565081596374512,,,,
4,749,,0.8515625,,0.29037556052207947,,0.625845193862915,,0.9468432664871216,,,,
4,759,,0.921875,,0.2887369990348816,,0.3765195608139038,,0.9573754072189331,,,,
4,769,,0.875,,0.2869012653827667,,0.42836320400238037,,0.9573764204978943,,,,
4,779,,0.8203125,,0.2853742837905884,,0.5620071887969971,,0.9515440464019775,,,,
4,789,,0.8359375,,0.28379136323928833,,0.49609312415122986,,0.9512649774551392,,,,
4,799,,0.8125,,0.2822941541671753,,0.605911135673523,,0.9500973224639893,,,,
4,809,,0.8515625,,0.280852735042572,,0.5367091298103333,,0.952934741973877,,,,
4,819,,0.8359375,,0.2792796790599823,,0.5460909008979797,,0.9539457559585571,,,,
4,829,,0.7734375,,0.27788373827934265,,0.6120634078979492,,0.9524069428443909,,,,
4,839,,0.7890625,,0.27652716636657715,,0.6721479296684265,,0.9510536789894104,,,,
4,849,,0.859375,,0.27510708570480347,,0.48395755887031555,,0.9572660326957703,,,,
